customer_id,first_name,last_name,gender,age,signup_date,region
C0513,Olivia,Jones,Female,31,6/27/2021,East
C0514,Joann,Gibson,Other,39,1/25/2025,East
C0515,Elizabeth,Alvarez,Other,46,7/22/2024,East
C0516,Nicholas,Kramer,Male,60,1/30/2025,East
C0517,Jonathan,Wilson,Female,31,6/4/2023,West
C0518,Nicholas,Fischer,Other,39,9/24/2025,North
C0519,Renee,Fletcher,Other,26,8/28/2022,North
C0520,Michael,Lee,Other,48,6/25/2022,North
C0521,Kyle,Smith,Male,61,2/28/2025,South
C0522,Cathy,Turner,Female,53,6/8/2023,West
C0523,Jessica,Villanueva,Female,52,10/10/2025,North
C0524,Diana,Jones,Other,59,5/7/2021,North
C0525,Lee,Booker,Other,19,8/14/2021,West
C0526,Michael,Brown,Other,25,9/8/2022,East
C0527,Ian,Carter,Female,44,5/10/2025,East
C0528,Mary,Jacobson,Female,29,9/12/2021,North
C0529,Veronica,Brooks,Male,47,3/3/2024,East
C0530,Jasmine,Smith,Male,46,12/3/2025,North
C0531,Samantha,Peters,Male,65,10/10/2025,North
C0532,Zachary,Bailey,Female,61,6/14/2023,East
C0533,Tyler,Martinez,Male,23,9/13/2025,East
C0534,Shawn,Welch,Other,32,1/20/2025,South
C0535,Derrick,Lopez,Female,41,10/21/2024,North
C0536,Roy,Sanders,Female,49,11/11/2024,South
C0537,Daniel,Garrison,Male,30,7/21/2021,West
C0538,Christopher,Miller,Male,35,1/1/2023,West
C0539,Sherry,Williams,Male,53,8/11/2023,South
C0540,Jessica,Joseph,Other,65,5/31/2024,South
C0541,Janice,Butler,Male,55,11/15/2023,South
C0542,Julie,Simon,Other,22,8/13/2023,South
C0543,Dylan,Russell,Female,54,9/21/2024,South
C0544,Adrian,Warner,Other,64,5/13/2021,East
C0545,Stephen,Jones,Male,61,2/3/2023,North
C0546,Paul,Thompson,Other,61,2/25/2024,East
C0547,Jay,Johnson,Other,53,8/17/2025,West
C0548,Bryce,Simmons,Male,45,9/6/2021,North
C0549,Mark,Porter,Female,45,4/11/2024,West
C0550,Kelly,Chaney,Female,25,3/30/2024,West
C0551,Yvonne,Griffith,Female,41,4/13/2025,North
C0552,Tracy,Gonzalez,Other,32,4/10/2021,North
C0553,Laura,Rodriguez,Female,44,10/31/2024,West
C0554,Tiffany,Knapp,Female,18,10/10/2025,West
C0555,Tony,Sosa,Male,39,7/22/2021,North
C0556,Summer,Price,Other,69,6/9/2024,North
C0557,Juan,Cantu,Other,32,4/14/2022,West
C0558,Lindsey,Gutierrez,Male,33,11/8/2025,South
C0559,Caroline,Castro,Male,39,5/15/2025,East
C0560,Anthony,Phillips,Male,58,10/1/2023,North
C0561,Alicia,Howe,Male,48,8/1/2022,West
C0562,John,Mckenzie,Male,55,6/20/2024,East
C0563,Amanda,Sampson,Female,33,12/16/2021,North
C0564,Jessica,Miller,Female,33,10/16/2023,East
C0565,Emily,Foster,Male,70,8/9/2025,East
C0566,Johnny,Chapman,Other,68,3/16/2025,South
C0567,Nicole,George,Male,67,3/22/2022,West
C0568,Nathan,Garcia,Male,58,6/7/2024,West
C0569,Timothy,Schultz,Other,25,12/29/2024,North
C0570,Amy,Hess,Male,44,4/30/2025,West
C0571,Jessica,Ayers,Female,62,11/22/2022,North
C0572,Abigail,Adams,Male,21,4/20/2021,West
C0573,Mary,Arnold,Male,37,7/1/2023,West
C0574,Anthony,Webb,Male,24,6/25/2023,North
C0575,Paul,Hall,Other,21,10/2/2025,East
C0576,Karen,Hernandez,Female,43,4/27/2021,North
C0577,Nancy,Buckley,Other,66,5/30/2023,West
C0578,Nathan,Snyder,Male,56,2/18/2025,North
C0579,Dana,Ho,Female,42,7/24/2024,West
C0580,Luke,Arnold,Female,57,8/26/2021,North
C0581,Perry,Hebert,Female,59,5/17/2025,North
C0582,William,Walters,Female,51,4/6/2024,East
C0583,John,Santana,Other,30,4/15/2022,North
C0584,Timothy,Levine,Male,18,1/21/2022,North
C0585,Tony,Parker,Other,68,4/25/2024,South
C0586,Brandon,Macdonald,Other,26,8/30/2022,East
C0587,Ryan,Mullen,Female,44,7/1/2022,West
C0588,David,Johnson,Other,44,2/24/2022,West
C0589,Jose,Peterson,Male,33,12/25/2021,South
C0590,Patricia,Garcia,Male,21,7/14/2021,South
C0591,Tina,Frank,Female,55,11/4/2021,West
C0592,Austin,Adams,Other,59,9/16/2023,East
C0593,Andrew,Cook,Female,55,8/24/2022,South
C0594,Ryan,Castro,Male,44,6/23/2022,East
C0595,Joshua,Shah,Other,39,3/14/2025,East
C0596,David,Carr,Female,18,8/22/2023,South
C0597,Ariel,Sanchez,Male,33,6/22/2025,North
C0598,Morgan,Wagner,Female,40,11/4/2024,South
C0599,Daniel,Estes,Male,58,12/24/2023,South
C0600,Timothy,Cunningham,Male,39,4/24/2022,South
C0601,Melissa,Jefferson,Other,48,2/7/2021,West
C0602,Julie,Rodriguez,Other,62,11/19/2024,East
C0603,Michelle,Simpson,Other,54,7/8/2021,East
C0604,Juan,Allison,Other,37,4/23/2021,West
C0605,James,Mason,Female,28,9/15/2023,North
C0606,Paul,Dawson,Female,68,2/28/2025,North
C0607,Patrick,Fox,Female,32,4/4/2025,North
C0608,Timothy,Page,Other,44,10/26/2025,South
C0609,David,Sanford,Female,57,12/24/2024,South
C0610,Evelyn,Campbell,Male,48,1/4/2025,East
C0611,Daniel,Nelson,Other,44,5/20/2021,South
C0612,Alexandra,Bennett,Female,29,2/20/2025,North
C0613,Rachael,Curtis,Female,18,3/13/2025,North
C0614,Heather,Barrera,Female,19,8/13/2021,North
C0615,Nicole,Simmons,Male,36,4/19/2024,West
C0616,Linda,Hamilton,Male,58,11/16/2023,East
C0617,Bradley,Cox,Male,19,3/10/2023,South
C0618,Jade,Blackwell,Male,36,11/13/2021,South
C0619,Wendy,Campbell,Male,44,6/11/2024,South
C0620,Keith,Moore,Female,53,9/14/2023,South
C0621,Anita,Richardson,Male,30,8/26/2024,North
C0622,Dylan,Rangel,Male,34,11/21/2023,North
C0623,Norma,Lopez,Male,61,4/9/2024,South
C0624,Alexandra,Hutchinson,Female,59,12/18/2021,North
C0625,Scott,Thomas,Female,31,2/26/2025,East
C0626,Samuel,Turner,Female,44,11/22/2023,East
C0627,John,Hamilton,Female,60,5/23/2022,South
C0628,Michael,Morrison,Other,69,9/11/2025,West
C0629,Natasha,Anderson,Other,22,2/18/2023,North
C0630,James,Fischer,Male,26,12/25/2023,South
C0631,Kimberly,Woods,Male,52,10/26/2021,West
C0632,Lisa,Larsen,Other,41,5/1/2023,East
C0633,Sherry,Gilbert,Other,45,4/16/2022,South
C0634,Denise,Chandler,Male,66,5/3/2025,South
C0635,Dylan,Mitchell,Other,36,3/13/2024,South
C0636,Richard,Watson,Female,33,11/18/2021,North
C0637,Janet,Underwood,Other,68,7/16/2023,East
C0638,Sean,Sanchez,Male,50,1/19/2024,West
C0639,Jasmine,George,Male,64,10/1/2024,North
C0640,Melissa,Brown,Female,68,7/27/2025,North
C0641,Danielle,Mack,Male,50,5/5/2022,West
C0642,Heather,Ballard,Other,66,10/8/2024,East
C0643,Regina,Brown,Female,51,4/20/2025,West
C0644,Joshua,Walters,Male,38,2/26/2024,East
C0645,Kaitlyn,Williams,Other,44,11/7/2022,West
C0646,James,Morrow,Other,49,4/3/2023,West
C0647,Jacqueline,Garcia,Female,55,6/18/2022,West
C0648,Richard,Mosley,Other,68,7/8/2025,North
C0649,Nathan,Avila,Male,32,9/7/2024,South
C0650,Sandra,Martinez,Female,33,8/30/2025,West
C0651,Kevin,Kim,Male,37,1/4/2025,West
C0652,Misty,Oneal,Female,54,5/9/2025,South
C0653,Erik,Williams,Female,34,11/11/2023,North
C0654,Michael,Jefferson,Male,66,2/4/2024,North
C0655,David,Phillips,Female,44,9/25/2021,East
C0656,Hannah,Frazier,Male,55,8/27/2024,North
C0657,Richard,Martinez,Female,50,1/24/2024,East
C0658,Greg,Gonzalez,Female,46,2/7/2023,West
C0659,Johnny,Nunez,Female,44,3/31/2023,East
C0660,William,Miller,Female,38,7/13/2025,East
C0661,Kristin,Powell,Female,19,4/10/2022,South
C0662,Jennifer,Reyes,Female,32,5/4/2025,East
C0663,Isaac,Watkins,Other,22,3/19/2025,East
C0664,John,Sandoval,Male,36,5/13/2023,North
C0665,Luke,Santos,Female,32,5/28/2022,North
C0666,Nicole,Reynolds,Male,22,8/3/2025,East
C0667,Mary,White,Male,52,9/30/2022,South
C0668,Jonathan,Marshall,Female,30,3/18/2025,East
C0669,Kyle,Reilly,Female,37,5/17/2023,East
C0670,Bryan,Turner,Male,63,8/13/2022,South
C0671,Andrew,Davis,Other,65,10/5/2024,East
C0672,Matthew,Good,Male,67,5/6/2021,East
C0673,Timothy,Moreno,Female,70,8/17/2021,East
C0674,Juan,Allen,Female,43,6/30/2022,North
C0675,Jamie,Le,Female,59,9/26/2023,South
C0676,Laura,Lewis,Female,32,8/16/2024,South
C0677,Ashley,Johnson,Other,65,7/16/2022,South
C0678,Audrey,Benson,Female,32,9/7/2024,West
C0679,Deanna,Kent,Other,70,4/12/2023,West
C0680,Daniel,Calderon,Female,68,10/12/2024,North
C0681,Shannon,Henry,Female,30,5/22/2025,West
C0682,Ashley,Black,Other,44,8/5/2025,South
C0683,Katherine,Saunders,Female,46,6/29/2023,North
C0684,Diana,Mccormick,Female,26,1/14/2023,South
C0685,Erika,Brown,Female,65,4/30/2024,North
C0686,Melissa,Cox,Female,69,1/1/2024,East
C0687,Mark,Chavez,Female,32,2/24/2024,West
C0688,Melinda,Stewart,Female,61,6/13/2021,West
C0689,Courtney,Cook,Other,52,4/11/2021,East
C0690,Justin,Chang,Female,55,12/20/2024,North
C0691,Matthew,Norman,Other,68,4/24/2023,North
C0692,Margaret,Rodriguez,Male,27,5/28/2025,East
C0693,Daniel,Hudson,Other,58,5/26/2024,West
C0694,Lorraine,Smith,Female,31,5/6/2024,West
C0695,Amy,Johnson,Male,52,5/1/2025,West
C0696,Stephen,Ross,Male,48,11/13/2021,North
C0697,Gregory,Harris,Female,54,2/28/2022,West
C0698,Charles,Gordon,Other,37,9/9/2025,North
C0699,Sydney,Smith,Male,24,5/15/2022,South
C0700,Anthony,Reed,Male,70,9/1/2024,West
C0701,Jason,Mcneil,Male,29,5/17/2023,South
C0702,Nicholas,Williams,Male,42,2/23/2024,East
C0703,John,Buck,Male,32,12/19/2021,East
C0704,David,Avery,Other,51,2/21/2024,North
C0705,Felicia,Guerrero,Female,21,12/16/2024,East
C0706,Madeline,Rodriguez,Other,44,3/8/2023,South
C0707,Sheila,Vaughn,Female,44,1/17/2023,West
C0708,Juan,Gross,Male,25,3/14/2025,South
C0709,Kevin,Brown,Other,44,12/20/2024,West
C0710,David,Harris,Other,22,12/16/2022,West
C0711,Alice,Ross,Male,26,9/23/2022,South
C0712,Allison,Combs,Female,45,8/8/2024,West
C0713,Vicki,Duncan,Male,56,11/8/2022,East
C0714,Patricia,Harvey,Other,30,8/19/2025,West
C0715,John,Phillips,Female,30,3/8/2022,North
C0716,David,Brown,Male,46,5/7/2021,North
C0717,Deborah,Castillo,Female,56,8/24/2025,South
C0718,Joseph,Williams,Other,39,11/19/2022,West
C0719,Michael,Kelly,Female,47,10/15/2025,North
C0720,Megan,Sims,Other,23,9/8/2023,East
C0721,Elaine,Young,Other,47,12/4/2023,East
C0722,Olivia,Nelson,Other,63,3/16/2025,East
C0723,Mark,Franklin,Female,57,10/19/2021,South
C0724,Robert,Davis,Female,33,2/3/2025,South
C0725,Eric,Moore,Other,64,6/3/2024,West
C0726,Mark,Bond,Female,42,3/25/2024,South
C0727,Justin,Morris,Other,54,12/20/2025,North
C0728,Bradley,Gordon,Female,62,3/31/2024,North
C0729,Christopher,Morales,Male,28,8/22/2022,East
C0730,Gina,Wagner,Other,52,1/3/2022,East
C0731,Erin,Johnson,Other,22,12/7/2022,South
C0732,Kimberly,Harrell,Female,44,2/12/2024,North
C0733,Jessica,Nelson,Female,22,6/15/2024,North
C0734,Michelle,Lindsey,Other,67,1/15/2023,East
C0735,Kelly,Nelson,Female,46,8/24/2021,South
C0736,Matthew,Carr,Female,31,3/3/2022,North
C0737,Robert,Bennett,Female,19,5/25/2024,North
C0738,Danny,Salas,Other,62,9/14/2025,West
C0739,Mariah,Mercer,Female,39,10/27/2024,West
C0740,John,Bush,Male,43,4/16/2022,North
C0741,Laura,Warren,Male,34,5/29/2025,North
C0742,Steven,Mata,Other,26,12/6/2022,East
C0743,Andrew,Rivera,Other,65,7/2/2023,West
C0744,Sara,Collins,Female,47,7/4/2025,North
C0745,Julie,Garcia,Male,53,2/25/2022,South
C0746,Tonya,Wilson,Other,46,4/6/2025,South
C0747,Richard,Harrison,Female,70,9/26/2022,East
C0748,Michelle,Johns,Male,28,12/15/2022,North
C0749,Cory,Wise,Other,24,7/15/2024,South
C0750,Kyle,Montgomery,Female,25,11/18/2025,West
C0751,Sydney,Koch,Male,22,9/16/2022,North
C0752,Lacey,Luna,Other,35,6/7/2025,South
C0753,Kirsten,Allen,Female,40,5/10/2023,South
C0754,Steven,Jordan,Male,63,11/24/2023,North
C0755,Jonathan,Miller,Other,52,3/27/2023,South
C0756,William,Roach,Female,62,10/3/2022,North
C0757,Leah,Hill,Other,69,9/8/2022,North
C0758,Barbara,Hernandez,Female,62,7/9/2025,East
C0759,Amanda,Johnson,Female,21,10/21/2023,North
C0760,Dana,Brown,Male,67,6/14/2025,West
C0761,Melissa,Fitzgerald,Male,33,3/9/2024,East
C0762,Antonio,Jackson,Male,30,10/26/2024,North
C0763,Rachel,Little,Male,44,3/23/2023,North
C0764,David,Kelley,Male,39,10/16/2024,South
C0765,Angela,Garcia,Other,60,12/19/2025,North
C0766,Seth,Edwards,Male,44,4/25/2022,South
C0767,Daniel,Gregory,Other,28,11/21/2021,North
C0768,Gail,Rosales,Female,50,2/7/2025,North
C0769,Renee,Tucker,Female,38,11/14/2021,South
C0770,Emily,Johnson,Other,31,6/18/2024,West
C0771,Charlene,Benson,Female,25,12/29/2021,South
C0772,Kenneth,Stuart,Male,24,4/25/2025,East
C0773,Rhonda,Kline,Female,29,12/27/2023,North
C0774,Vanessa,Martin,Female,59,6/21/2023,East
C0775,Cynthia,Hart,Male,42,7/15/2024,South
C0776,Katherine,Lane,Female,32,7/6/2022,North
C0777,Anna,Hammond,Other,70,3/17/2022,East
C0778,Taylor,Hudson,Other,57,5/3/2024,East
C0779,Joshua,Meyer,Male,22,4/16/2021,South
C0780,Breanna,Schroeder,Female,37,8/10/2024,West
C0781,Latasha,Morales,Male,63,11/11/2021,South
C0782,Joseph,Logan,Female,24,6/28/2024,East
C0783,Alyssa,Wright,Other,62,3/13/2022,West
C0784,Angela,Johnson,Other,67,12/12/2021,South
C0785,Lisa,Richmond,Female,29,11/10/2021,East
C0786,Patricia,Mccarty,Other,48,7/31/2023,North
C0787,Alicia,Jimenez,Female,19,7/6/2024,West
C0788,Timothy,Scott,Female,50,12/4/2024,South
C0789,Tonya,Sandoval,Other,55,7/21/2025,North
C0790,Julie,Pugh,Male,19,11/20/2023,North
C0791,Brittany,Murray,Female,33,1/11/2024,West
C0792,Daniel,Haney,Male,57,12/31/2021,North
C0793,Charles,Lee,Male,26,5/13/2024,East
C0794,Brent,Brown,Female,36,8/21/2024,South
C0795,Emily,Smith,Male,42,3/4/2025,South
C0796,Jonathan,Gardner,Other,20,8/3/2024,South
C0797,Jordan,Smith,Other,56,4/29/2021,West
C0798,Rachel,Porter,Other,39,12/8/2021,South
C0799,Jeffrey,Myers,Female,44,12/6/2025,North
